hidden_dim, num_layers, lr, epochs, number_systems, loss
8, 2, 0.02, 1000, 5, 0.0010659071864211
8, 2, 0.02, 1000, 10, 0.0007754063997708726
8, 2, 0.02, 1000, 20, 0.002022128926546429
8, 2, 0.001, 100, 5, 0.006031640904075175
8, 2, 0.001, 100, 10, 0.00035950466699432584
8, 2, 0.001, 100, 20, 0.0011423968986491672
8, 2, 0.001, 200, 5, 0.0013658101925102528
8, 2, 0.001, 200, 10, 0.0008637749142508255
8, 2, 0.001, 200, 20, 0.0011746911502996226
8, 2, 0.001, 500, 5, 0.00041401668277103455
8, 2, 0.001, 500, 10, 0.0004873101715929806
8, 2, 0.001, 500, 20, 0.001334091384342173
8, 2, 0.001, 1000, 5, 0.003544867906020954
8, 2, 0.001, 1000, 10, 0.004025727980115334
8, 2, 0.001, 1000, 20, 0.0012334854938671925
8, 2, 0.1, 100, 5, 0.0006118220921052852
8, 2, 0.1, 100, 10, 0.001207507450817502
8, 2, 0.1, 100, 20, 0.00392171344064991
8, 2, 0.1, 200, 5, 0.0016737720085075124
8, 2, 0.1, 200, 10, 0.0004875848784649861
8, 2, 0.1, 200, 20, 0.0033401522447093156
8, 2, 0.1, 500, 5, 0.00045884831260991634
8, 2, 0.1, 500, 10, 0.00146910010062129
8, 2, 0.1, 500, 20, 0.0035396023213252192
8, 2, 0.1, 1000, 5, 0.002488807832560269
8, 2, 0.1, 1000, 10, 0.002048225944145088
8, 2, 0.1, 1000, 20, 0.004147737084349501
8, 4, 0.01, 100, 5, 0.005552103344962233
8, 4, 0.01, 100, 10, 0.001710711976420498
8, 4, 0.01, 100, 20, 0.0010230067619659167
8, 4, 0.01, 200, 5, 0.002283950278433622
8, 4, 0.01, 200, 10, 0.0017673003491381679
8, 4, 0.01, 200, 20, 0.0006194526285980828
8, 4, 0.01, 500, 5, 0.002642086554897105
8, 4, 0.01, 500, 10, 0.0022783547894505317
8, 4, 0.01, 500, 20, 0.00047413862048415465
8, 4, 0.01, 1000, 5, 0.001889867294812575
8, 4, 0.01, 1000, 10, 0.0005685093266947661
8, 4, 0.01, 1000, 20, 0.0005793831158371176
8, 4, 0.005, 100, 5, 0.0005835893789480906
8, 4, 0.005, 100, 10, 0.0007332531378779095
8, 4, 0.005, 100, 20, 0.0008307196680107154
8, 4, 0.005, 200, 5, 0.0009379797891597263
8, 4, 0.005, 200, 10, 0.00022096482753113377
8, 4, 0.005, 200, 20, 0.0010459583892952651
8, 4, 0.005, 500, 5, 0.003907802631147206
8, 4, 0.005, 500, 10, 0.0012320801557507365
8, 4, 0.005, 500, 20, 0.0005944155243923887
8, 4, 0.005, 1000, 5, 0.0028321192708972375
8, 4, 0.005, 1000, 10, 0.006184383150139183
8, 4, 0.005, 1000, 20, 0.002136552837328054
8, 4, 0.02, 100, 5, 0.0006948753692995524
8, 4, 0.02, 100, 10, 0.0005251080601738067
8, 4, 0.02, 100, 20, 0.001608570581447566
8, 4, 0.02, 200, 5, 0.0013846008587279357
8, 4, 0.02, 200, 10, 0.001597948928065307
8, 4, 0.02, 200, 20, 0.0006783047811040888
8, 4, 0.02, 500, 5, 0.0007196164377091918
8, 4, 0.02, 500, 10, 0.001149385475582676
8, 4, 0.02, 500, 20, 0.0012752594186167699
8, 4, 0.02, 1000, 5, 0.0005078633730590809
8, 4, 0.02, 1000, 10, 0.003359556458235602
8, 4, 0.02, 1000, 20, 0.0011278907325504405
8, 4, 0.001, 100, 5, 0.00040145397033484185
8, 4, 0.001, 100, 10, 0.00037267174739099576
8, 4, 0.001, 100, 20, 0.0005773063621745678
8, 4, 0.001, 200, 5, 0.0010315392311895267
8, 4, 0.001, 200, 10, 0.00118573356885463
8, 4, 0.001, 200, 20, 0.0010271526727592573
8, 4, 0.001, 500, 5, 0.0009684849695986486
8, 4, 0.001, 500, 10, 0.00017952609196072444
8, 4, 0.001, 500, 20, 0.001683662946925324
8, 4, 0.001, 1000, 5, 0.0009667157122748904
8, 4, 0.001, 1000, 10, 0.003507626683494891
8, 4, 0.001, 1000, 20, 0.0007810680337570375
8, 4, 0.1, 100, 5, 0.002854011534145684
8, 4, 0.1, 100, 10, 0.001752278275307617
8, 4, 0.1, 100, 20, 0.0003883536301145796
8, 4, 0.1, 200, 5, 0.0011192729463800788
8, 4, 0.1, 200, 10, 0.0007865908675739775
8, 4, 0.1, 200, 20, 0.001195815756364027
8, 4, 0.1, 500, 5, 0.0041318945426610295
8, 4, 0.1, 500, 10, 0.0016719892075343524
8, 4, 0.1, 500, 20, 0.00421762949154072
8, 4, 0.1, 1000, 5, 0.0010506171263841679
8, 4, 0.1, 1000, 10, 0.0006898230336446432
8, 4, 0.1, 1000, 20, 0.0008875809209712316
8, 6, 0.01, 100, 5, 0.0007752473902655765
8, 6, 0.01, 100, 10, 0.0012397284976032098
8, 6, 0.01, 100, 20, 0.0005739241303672315
8, 6, 0.01, 200, 5, 0.0002592616729089059
8, 6, 0.01, 200, 10, 0.002169855876127258
8, 6, 0.01, 200, 20, 0.0007560324449514156
8, 6, 0.01, 500, 5, 0.001283634329411143
8, 6, 0.01, 500, 10, 0.0010355024598538876
8, 6, 0.01, 500, 20, 0.0006371087423758581
8, 6, 0.01, 1000, 5, 0.0033605692311539314
8, 6, 0.01, 1000, 10, 0.004204713434410224
8, 6, 0.01, 1000, 20, 0.002602642512647435
8, 6, 0.005, 100, 5, 0.001298712137122493
8, 6, 0.005, 100, 10, 0.000852811623190064
8, 6, 0.005, 100, 20, 0.0011055900997234858
8, 6, 0.005, 200, 5, 0.00107247017804184
8, 6, 0.005, 200, 10, 0.0007589823164380505
8, 6, 0.005, 200, 20, 0.0019868708739522846
8, 6, 0.005, 500, 5, 0.0030058102845941905
8, 6, 0.005, 500, 10, 0.0017621957947994815
8, 6, 0.005, 500, 20, 0.0003997053268903983
8, 6, 0.005, 1000, 5, 0.0021787600922834826
8, 6, 0.005, 1000, 10, 0.001995371192242601
8, 6, 0.005, 1000, 20, 0.0014431755178520688
8, 6, 0.02, 100, 5, 0.0004939402817399241
8, 6, 0.02, 100, 10, 0.0006686112697934732
8, 6, 0.02, 100, 20, 0.003823671818827279
8, 6, 0.02, 200, 5, 0.0009627955889300211
8, 6, 0.02, 200, 10, 0.0018619034071889473
8, 6, 0.02, 200, 20, 0.002574782936426345
8, 6, 0.02, 500, 5, 0.002452525042463094
8, 6, 0.02, 500, 10, 0.0011765334914343839
8, 6, 0.02, 500, 20, 0.0005698416764062131
8, 6, 0.02, 1000, 5, 0.001048137706311536
8, 6, 0.02, 1000, 10, 0.001089282785051182
8, 6, 0.02, 1000, 20, 0.002626416112707375
8, 6, 0.001, 100, 5, 0.0011038103424652946
8, 6, 0.001, 100, 10, 0.0010967697686282917
8, 6, 0.001, 100, 20, 0.0017241788926185108
8, 6, 0.001, 200, 5, 0.0016909792564547387
8, 6, 0.001, 200, 10, 0.0009499435866018758
8, 6, 0.001, 200, 20, 0.004625300453335512
8, 6, 0.001, 500, 5, 0.000847165774757741
8, 6, 0.001, 500, 10, 0.005536005465546623
8, 6, 0.001, 500, 20, 0.0005222277432039846
8, 6, 0.001, 1000, 5, 0.0013385351136093958
8, 6, 0.001, 1000, 10, 0.004655839016663776
8, 6, 0.001, 1000, 20, 0.0019042488624108956
8, 6, 0.1, 100, 5, 0.0006394233430910389
8, 6, 0.1, 100, 10, 0.0012760782934492453
8, 6, 0.1, 100, 20, 0.00035960017412435264
8, 6, 0.1, 200, 5, 0.0007023838494205848
8, 6, 0.1, 200, 10, 0.0009937559898389736
8, 6, 0.1, 200, 20, 0.00036370085754242607
8, 6, 0.1, 500, 5, 0.0004519754591456149
8, 6, 0.1, 500, 10, 0.001348535917350091
8, 6, 0.1, 500, 20, 0.0012403611463014386
8, 6, 0.1, 1000, 5, 0.00296882000475307
8, 6, 0.1, 1000, 10, 0.0029378069142694586
8, 6, 0.1, 1000, 20, 0.00637588715471793
8, 8, 0.01, 100, 5, 0.0003036289277588367
8, 8, 0.01, 100, 10, 0.00586834553614608
8, 8, 0.01, 100, 20, 0.004146770489569462
8, 8, 0.01, 200, 5, 0.0012869920195953456
8, 8, 0.01, 200, 10, 0.0012115413410356268
8, 8, 0.01, 200, 20, 0.0004920230378047564
8, 8, 0.01, 500, 5, 0.0022426184514188208
8, 8, 0.01, 500, 10, 0.0019842078218061943
8, 8, 0.01, 500, 20, 0.0003881689932313748
8, 8, 0.01, 1000, 5, 0.0035256416857009755
8, 8, 0.01, 1000, 10, 0.005164759592662449
8, 8, 0.01, 1000, 20, 0.0027675478886521887
8, 8, 0.005, 100, 5, 0.0019092423310212326
8, 8, 0.005, 100, 10, 0.0005834563336065912
8, 8, 0.005, 100, 20, 0.00036067589371668873
8, 8, 0.005, 200, 5, 0.0036471996378168114
8, 8, 0.005, 200, 10, 0.00018641651222424117
8, 8, 0.005, 200, 20, 0.0007998846591362963
8, 8, 0.005, 500, 5, 0.005986445868620649
8, 8, 0.005, 500, 10, 0.007021596289996523
8, 8, 0.005, 500, 20, 0.001533915316394996
8, 8, 0.005, 1000, 5, 0.0008779109775787219
8, 8, 0.005, 1000, 10, 0.0004107569689949742
8, 8, 0.005, 1000, 20, 0.00140201908943709
8, 8, 0.02, 100, 5, 0.003008736427000258
8, 8, 0.02, 100, 10, 0.00150288901058957
8, 8, 0.02, 100, 20, 0.001914054702501744
8, 8, 0.02, 200, 5, 0.0007468801910363254
8, 8, 0.02, 200, 10, 0.00221586138359271
8, 8, 0.02, 200, 20, 0.00133131073343975
8, 8, 0.02, 500, 5, 0.0013661654387760792
8, 8, 0.02, 500, 10, 0.0036351710428789374
8, 8, 0.02, 500, 20, 0.00044374476856319235
8, 8, 0.02, 1000, 5, 0.0042106048827008635
8, 8, 0.02, 1000, 10, 0.0027874595658431644
8, 8, 0.02, 1000, 20, 0.0045833766409487
8, 8, 0.001, 100, 5, 0.004234106098738266
8, 8, 0.001, 100, 10, 0.0006547458911882132
8, 8, 0.001, 100, 20, 0.0005903547596972202
8, 8, 0.001, 200, 5, 0.000582030150690116
8, 8, 0.001, 200, 10, 0.0017546001326991245
8, 8, 0.001, 200, 20, 0.0007589525674120523
8, 8, 0.001, 500, 5, 0.0005116078136779834
8, 8, 0.001, 500, 10, 0.002415500526512915
8, 8, 0.001, 500, 20, 0.0004834675317397341
8, 8, 0.001, 1000, 5, 0.003580149572371738
8, 8, 0.001, 1000, 10, 0.0021267439082294005
8, 8, 0.001, 1000, 20, 0.0003920021683370578
8, 8, 0.1, 100, 5, 0.001067573444379377
8, 8, 0.1, 100, 10, 0.000568191526690498
8, 8, 0.1, 100, 20, 0.0005228742840699852
8, 8, 0.1, 200, 5, 0.0009399940325238276
8, 8, 0.1, 200, 10, 0.00046970639377832415
8, 8, 0.1, 200, 20, 0.003196941658097785
8, 8, 0.1, 500, 5, 0.0006057942468032706
8, 8, 0.1, 500, 10, 0.0063852973878965715
8, 8, 0.1, 500, 20, 0.0019771162638789973
8, 8, 0.1, 1000, 5, 0.004809281587768055
8, 8, 0.1, 1000, 10, 0.005248354392824695
8, 8, 0.1, 1000, 20, 0.0008018891596293543
12, 2, 0.01, 100, 5, 0.0013623349863337354
12, 2, 0.01, 100, 10, 0.001138424884993583
12, 2, 0.01, 100, 20, 0.0005224872555118054
12, 2, 0.01, 200, 5, 0.0023886180173576578
12, 2, 0.01, 200, 10, 0.00035573276327340866
12, 2, 0.01, 200, 20, 0.0009741751389810815
12, 2, 0.01, 500, 5, 0.0022515866840876696
12, 2, 0.01, 500, 10, 0.001448147940391209
12, 2, 0.01, 500, 20, 0.003969958916059113
12, 2, 0.01, 1000, 5, 0.0030822653730865567
12, 2, 0.01, 1000, 10, 0.002408470931550255
12, 2, 0.01, 1000, 20, 0.0018211025781056378
12, 2, 0.005, 100, 5, 0.0006071910087484866
12, 2, 0.005, 100, 10, 0.0009372631422593259
12, 2, 0.005, 100, 20, 0.0025677503072074614
12, 2, 0.005, 200, 5, 0.001406812553614145
12, 2, 0.005, 200, 10, 0.0021734854737587737
12, 2, 0.005, 200, 20, 0.0004030485615658108
12, 2, 0.005, 500, 5, 0.0010403704685813865
12, 2, 0.005, 500, 10, 0.0022149864948005416
12, 2, 0.005, 500, 20, 0.00023397146360366606
12, 2, 0.005, 1000, 5, 0.0008575377414672403
12, 2, 0.005, 1000, 10, 0.014192536861810368
12, 2, 0.005, 1000, 20, 0.001143708697782131
12, 2, 0.02, 100, 5, 0.0011782372333982495
12, 2, 0.02, 100, 10, 0.002347290056059137
12, 2, 0.02, 100, 20, 0.002024853562215867
12, 2, 0.02, 200, 5, 0.0025740347045939416
12, 2, 0.02, 200, 10, 0.001334396117454162
12, 2, 0.02, 200, 20, 0.00024508260685252026
12, 2, 0.02, 500, 5, 0.002321019341979991
12, 2, 0.02, 500, 10, 0.0018389904635114362
12, 2, 0.02, 500, 20, 0.0008368720995349576
12, 2, 0.02, 1000, 5, 0.013657169541693293
12, 2, 0.02, 1000, 10, 0.003235153394052759
12, 2, 0.02, 1000, 20, 0.000634226622787537
12, 2, 0.001, 100, 5, 0.0015255771817464848
12, 2, 0.001, 100, 10, 0.0005327270129782847
12, 2, 0.001, 100, 20, 0.0017478160734754056
12, 2, 0.001, 200, 5, 0.0007773358431222733
12, 2, 0.001, 200, 10, 0.004218111441878137
12, 2, 0.001, 200, 20, 0.0004480480245547369
12, 2, 0.001, 500, 5, 0.004707887448603287
12, 2, 0.001, 500, 10, 0.0007690449110668851
12, 2, 0.001, 500, 20, 0.014387852101936004
12, 2, 0.001, 1000, 5, 0.0019243515678681433
12, 2, 0.001, 1000, 10, 0.0016730191229726188
12, 2, 0.001, 1000, 20, 0.00213901439201436
12, 2, 0.1, 100, 5, 0.0012944427879119757
12, 2, 0.1, 100, 10, 0.003128548088352545
12, 2, 0.1, 100, 20, 0.0002436524722725153
12, 2, 0.1, 200, 5, 0.0020254055729310495
12, 2, 0.1, 200, 10, 0.0021508844783966197
12, 2, 0.1, 200, 20, 0.0006681049391772831
12, 2, 0.1, 500, 5, 0.0007635135858436115
12, 2, 0.1, 500, 10, 0.0011241354966387007
12, 2, 0.1, 500, 20, 0.0008011680314666591
12, 2, 0.1, 1000, 5, 0.0002487205449142493
12, 2, 0.1, 1000, 10, 0.0007403934723697603
12, 2, 0.1, 1000, 20, 0.0005210467177676037
12, 4, 0.01, 100, 5, 0.0007669209233426954
12, 4, 0.01, 100, 10, 0.002199686474477858
12, 4, 0.01, 100, 20, 0.0008248185331467539
12, 4, 0.01, 200, 5, 0.0014976089814808802
12, 4, 0.01, 200, 10, 0.0018057483110169414
12, 4, 0.01, 200, 20, 0.0005548029046622105
12, 4, 0.01, 500, 5, 0.00152035016217269
12, 4, 0.01, 500, 10, 0.0016426859612238332
12, 4, 0.01, 500, 20, 0.001411994771751779
12, 4, 0.01, 1000, 5, 0.0009030730900121853
12, 4, 0.01, 1000, 10, 0.001983872425262234
12, 4, 0.01, 1000, 20, 0.001453031139499217
12, 4, 0.005, 100, 5, 0.0010165105199121172
12, 4, 0.005, 100, 10, 0.0014079959873924963
12, 4, 0.005, 100, 20, 0.0004898672124909354
12, 4, 0.005, 200, 5, 0.0008951208645157748
12, 4, 0.005, 200, 10, 0.002668782355613075
12, 4, 0.005, 200, 20, 0.0005739219508541282
12, 4, 0.005, 500, 5, 0.000782197365333559
12, 4, 0.005, 500, 10, 0.001178654435716453
12, 4, 0.005, 500, 20, 0.0005458202569570858
12, 4, 0.005, 1000, 5, 0.0059179502741244505
12, 4, 0.005, 1000, 10, 0.0004541881485238264
12, 4, 0.005, 1000, 20, 0.0032933535421761917
12, 4, 0.02, 100, 5, 0.00042952921940013765
12, 4, 0.02, 100, 10, 0.00048986755500664
12, 4, 0.02, 100, 20, 0.0008443642807833384
12, 4, 0.02, 200, 5, 0.0004813567136807251
12, 4, 0.02, 200, 10, 0.00044656049576587977
12, 4, 0.02, 200, 20, 0.0006322966960397025
12, 4, 0.02, 500, 5, 0.004711487264296465
12, 4, 0.02, 500, 10, 0.0007316610144698643
12, 4, 0.02, 500, 20, 0.006588778120431016
12, 4, 0.02, 1000, 5, 0.00037710500982939265
12, 4, 0.02, 1000, 10, 0.010029030290024821
12, 4, 0.02, 1000, 20, 0.0016140213410835713
12, 4, 0.001, 100, 5, 0.0005326087299181381
12, 4, 0.001, 100, 10, 0.0012877809276687913
12, 4, 0.001, 100, 20, 0.000900304510287242
12, 4, 0.001, 200, 5, 0.0029012410101131535
12, 4, 0.001, 200, 10, 0.0005275358580547618
12, 4, 0.001, 200, 20, 0.004126922866998939
12, 4, 0.001, 500, 5, 0.003512954264306245
12, 4, 0.001, 500, 10, 0.0010390828145318664
12, 4, 0.001, 500, 20, 0.0006859977231215453
12, 4, 0.001, 1000, 5, 0.000967170572039322
12, 4, 0.001, 1000, 10, 0.0002587371274785255
12, 4, 0.001, 1000, 20, 0.00514864384822431
12, 4, 0.1, 100, 5, 0.0004269911609299015
12, 4, 0.1, 100, 10, 0.0013532124845369252
12, 4, 0.1, 100, 20, 0.0010730253918154631
12, 4, 0.1, 200, 5, 0.0005347317965060938
12, 4, 0.1, 200, 10, 0.0019776809591348864
12, 4, 0.1, 200, 20, 0.008450198952050413
12, 4, 0.1, 500, 5, 0.001106225443072617
12, 4, 0.1, 500, 10, 0.0030323826766107233
12, 4, 0.1, 500, 20, 0.0007785466295899823
12, 4, 0.1, 1000, 5, 0.0007043214551231358
12, 4, 0.1, 1000, 10, 0.019920969306258484
12, 4, 0.1, 1000, 20, 0.0006779704839573242
12, 6, 0.01, 100, 5, 0.0009621855446312111
12, 6, 0.01, 100, 10, 0.0014479668549029156
12, 6, 0.01, 100, 20, 0.0011280271686700872
12, 6, 0.01, 200, 5, 0.0011889248133229557
12, 6, 0.01, 200, 10, 0.007981016166741028
12, 6, 0.01, 200, 20, 0.00038527119468199087
12, 6, 0.01, 500, 5, 0.002557818758941721
12, 6, 0.01, 500, 10, 0.003745894091480295
12, 6, 0.01, 500, 20, 0.0028139469453890343
12, 6, 0.01, 1000, 5, 0.0014805636448727455
12, 6, 0.01, 1000, 10, 0.0009276094002416358
12, 6, 0.01, 1000, 20, 0.0011665991609334015
12, 6, 0.005, 100, 5, 0.0015045924275909784
12, 6, 0.005, 100, 10, 0.0019747624010051368
12, 6, 0.005, 100, 20, 0.0007389674065052532
12, 6, 0.005, 200, 5, 0.0011801299844591995
12, 6, 0.005, 200, 10, 0.0005491957558660943
12, 6, 0.005, 200, 20, 0.0016692876917659305
12, 6, 0.005, 500, 5, 0.002093608916038647
12, 6, 0.005, 500, 10, 0.0053184608979790935
12, 6, 0.005, 500, 20, 0.0005972598752123304
12, 6, 0.005, 1000, 5, 0.002901041621589684
12, 6, 0.005, 1000, 10, 0.0008766000770265237
12, 6, 0.005, 1000, 20, 0.0016917228793317917
12, 6, 0.02, 100, 5, 0.0007217985072202282
12, 6, 0.02, 100, 10, 0.002797910878143739
12, 6, 0.02, 100, 20, 0.0009923134770360776
12, 6, 0.02, 200, 5, 0.0007745913117105374
12, 6, 0.02, 200, 10, 0.0022776802943553776
12, 6, 0.02, 200, 20, 0.0025692903784147346
12, 6, 0.02, 500, 5, 0.0005233415569819045
12, 6, 0.02, 500, 10, 0.006833315328549361
12, 6, 0.02, 500, 20, 0.009550688017043285
12, 6, 0.02, 1000, 5, 0.0011054023198084906
12, 6, 0.02, 1000, 10, 0.001102475170046091
12, 6, 0.02, 1000, 20, 0.0026813448565008004
12, 6, 0.001, 100, 5, 0.004967430952819996
12, 6, 0.001, 100, 10, 0.002331879149642191
12, 6, 0.001, 100, 20, 0.0004519376721873414
12, 6, 0.001, 200, 5, 0.0004871669521889999
12, 6, 0.001, 200, 10, 0.0005179284416954033
12, 6, 0.001, 200, 20, 0.003902890554127225
12, 6, 0.001, 500, 5, 0.0010725847547291777
12, 6, 0.001, 500, 10, 0.0009790746029466391
12, 6, 0.001, 500, 20, 0.0005046365722591872
12, 6, 0.001, 1000, 5, 0.001983170265884837
12, 6, 0.001, 1000, 10, 0.00046155030977388376
12, 6, 0.001, 1000, 20, 0.0026472724042832852
12, 6, 0.1, 100, 5, 0.0015014271481049945
12, 6, 0.1, 100, 10, 0.0004741705022752285
12, 6, 0.1, 100, 20, 0.0032039841506048107
12, 6, 0.1, 200, 5, 0.0012069123378751101
12, 6, 0.1, 200, 10, 0.0005390499627537793
12, 6, 0.1, 200, 20, 0.003124575678521069
12, 6, 0.1, 500, 5, 0.0006324505491647869
12, 6, 0.1, 500, 10, 0.0004585367343679536
12, 6, 0.1, 500, 20, 0.0022634145017946137
12, 6, 0.1, 1000, 5, 0.008532938483403996
12, 6, 0.1, 1000, 10, 0.0022370903650880793
12, 6, 0.1, 1000, 20, 0.0030973983266449068
12, 8, 0.01, 100, 5, 0.003002316749916645
12, 8, 0.01, 100, 10, 0.0011998606205452234
12, 8, 0.01, 100, 20, 0.0006719827164488379
12, 8, 0.01, 200, 5, 0.0007706941702963377
12, 8, 0.01, 200, 10, 0.00033962332636292556
12, 8, 0.01, 200, 20, 0.003743385440611746
12, 8, 0.01, 500, 5, 0.0014813524230703479
12, 8, 0.01, 500, 10, 0.0037795140643538615
12, 8, 0.01, 500, 20, 0.004331696447297873
12, 8, 0.01, 1000, 5, 0.004577159251221019
12, 8, 0.01, 1000, 10, 0.005373282495565945
12, 8, 0.01, 1000, 20, 0.0004224238047754625
12, 8, 0.005, 100, 5, 0.00079303495658678
12, 8, 0.005, 100, 10, 0.0040003584281294025
12, 8, 0.005, 100, 20, 0.001506988143955823
12, 8, 0.005, 200, 5, 0.0008944274330133339
12, 8, 0.005, 200, 10, 0.0007745642365989625
12, 8, 0.005, 200, 20, 0.004497653744329
12, 8, 0.005, 500, 5, 0.0007697548498981632
12, 8, 0.005, 500, 10, 0.003608910930051934
12, 8, 0.005, 500, 20, 0.0002628617967275204
12, 8, 0.005, 1000, 5, 0.0006122584280092269
12, 8, 0.005, 1000, 10, 0.001989245669756201
12, 8, 0.005, 1000, 20, 0.001557021436656214
12, 8, 0.02, 100, 5, 0.0012758040138578508
12, 8, 0.02, 100, 10, 0.010013537954910135
12, 8, 0.02, 100, 20, 0.0014577344292774797
12, 8, 0.02, 200, 5, 0.0030913218375644646
12, 8, 0.02, 200, 10, 0.0007212405263999245
12, 8, 0.02, 200, 20, 0.0007685707692871802
12, 8, 0.02, 500, 5, 0.002036512548511382
12, 8, 0.02, 500, 10, 0.00039416026338585653
12, 8, 0.02, 500, 20, 0.0024288172004162333
12, 8, 0.02, 1000, 5, 0.0006894225654832554
12, 8, 0.02, 1000, 10, 0.0005920674437220441
12, 8, 0.02, 1000, 20, 0.0010145465042796786
12, 8, 0.001, 100, 5, 0.003268656584259588
12, 8, 0.001, 100, 10, 0.0006150528344733175
12, 8, 0.001, 100, 20, 0.004983898762475292
12, 8, 0.001, 200, 5, 0.003060801037645433
12, 8, 0.001, 200, 10, 0.00027666623645927757
12, 8, 0.001, 200, 20, 0.0021832620439454333
12, 8, 0.001, 500, 5, 0.0034109239206372875
12, 8, 0.001, 500, 10, 0.001505521751460037
12, 8, 0.001, 500, 20, 0.0003355319039656024
12, 8, 0.001, 1000, 5, 0.003095275395025965
12, 8, 0.001, 1000, 10, 0.00227398142014863
12, 8, 0.001, 1000, 20, 0.0014640942841651849
12, 8, 0.1, 100, 5, 0.002090444798068347
12, 8, 0.1, 100, 10, 0.0009246783069102093
12, 8, 0.1, 100, 20, 0.0015198113984297378
12, 8, 0.1, 200, 5, 0.0074252704915124925
12, 8, 0.1, 200, 10, 0.0010392124866484664
12, 8, 0.1, 200, 20, 0.0015751852508401499
12, 8, 0.1, 500, 5, 0.00024202206441259477
12, 8, 0.1, 500, 10, 0.00024753875732130837
12, 8, 0.1, 500, 20, 0.00048841530115169
12, 8, 0.1, 1000, 5, 0.0027608103468082846
12, 8, 0.1, 1000, 10, 0.005516364414506825
12, 8, 0.1, 1000, 20, 0.01358358245925046
